proba_moyenne_predite,frequence_observee
2.5449744903423126e-13,0.0
1.12117697554856e-08,0.0
2.5381320170936305e-06,0.0
0.0006269763394811889,0.0
0.095020675228443,0.1
0.8540133565664292,0.2
0.9891321331262588,1.0
0.9994610220193862,1.0
0.9999829232692719,1.0
0.9999996155500412,1.0
