metrique,valeur
n_test,201.0
prevalence,0.42786069651741293
accuracy,0.9104477611940298
precision,0.84
recall_sensibilite,0.9767441860465116
specificite,0.8608695652173913
f1,0.9032258064516129
roc_auc,0.9951466127401416
pr_auc,0.99434338211585
brier_score,0.06290223449468613
log_loss,0.1958579421043396
seuil_youden,0.972
