phase,epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
fine-tuning,30,0.9080997109413147,0.9585435390472412,0.4070688486099243,0.8333333134651184,0.9818181991577148,0.888198733329773,0.9618777632713318,0.4606378674507141,0.8148148059844971,0.95652174949646,0.00019999999494757503
fine-tuning,31,0.9127725958824158,0.9652762413024902,0.35080480575561523,0.8369230628013611,0.9890909194946289,0.8819875717163086,0.9714083671569824,0.4504612982273102,0.8125,0.9420289993286133,0.00019999999494757503
fine-tuning,32,0.9096572995185852,0.9733465313911438,0.3501873314380646,0.8318042755126953,0.9890909194946289,0.8819875717163086,0.9710144996643066,0.44026097655296326,0.8125,0.9420289993286133,0.00019999999494757503
fine-tuning,33,0.914330244064331,0.9746593832969666,0.3328153192996979,0.8395061492919922,0.9890909194946289,0.888198733329773,0.9702268242835999,0.43026652932167053,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,34,0.9065420627593994,0.9659252762794495,0.3680734932422638,0.8348909616470337,0.9745454788208008,0.888198733329773,0.9702267646789551,0.42007890343666077,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,35,0.9080997109413147,0.9727123975753784,0.33947277069091797,0.8312883377075195,0.9854545593261719,0.888198733329773,0.9704631567001343,0.4105597138404846,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,36,0.914330244064331,0.9732820391654968,0.3143446743488312,0.8374233245849609,0.9927272796630859,0.888198733329773,0.9703843593597412,0.40110623836517334,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,37,0.914330244064331,0.9671438336372375,0.31529101729393005,0.8416149020195007,0.9854545593261719,0.888198733329773,0.9697542190551758,0.391664981842041,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,38,0.9096572995185852,0.974287748336792,0.3241861164569855,0.8422712683677673,0.9709091186523438,0.888198733329773,0.9699905514717102,0.3823804259300232,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,39,0.9158878326416016,0.974327564239502,0.31473520398139954,0.8485804200172424,0.9781818389892578,0.888198733329773,0.9699118137359619,0.3729274570941925,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,40,0.914330244064331,0.9688778519630432,0.3322065770626068,0.8481012582778931,0.9745454788208008,0.888198733329773,0.969990611076355,0.3632141947746277,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,41,0.9112149477005005,0.9708644151687622,0.3233688771724701,0.840624988079071,0.9781818389892578,0.888198733329773,0.9702269434928894,0.3539533019065857,0.8227847814559937,0.9420289993286133,0.00019999999494757503
fine-tuning,42,0.914330244064331,0.9709982872009277,0.2896230220794678,0.84375,0.9818181991577148,0.888198733329773,0.9702268838882446,0.3492359519004822,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,43,0.9065420627593994,0.9731632471084595,0.3105185031890869,0.8391166925430298,0.9672726988792419,0.888198733329773,0.9699118137359619,0.3446480333805084,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,44,0.9127725958824158,0.9735745191574097,0.3090421259403229,0.852090060710907,0.9636363387107849,0.888198733329773,0.9699904918670654,0.3407685160636902,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,45,0.9158878326416016,0.9769679307937622,0.27024543285369873,0.8485804200172424,0.9781818389892578,0.888198733329773,0.9699118137359619,0.33711346983909607,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,46,0.9221183657646179,0.9746593236923218,0.26297178864479065,0.8594249486923218,0.9781818389892578,0.888198733329773,0.9699117541313171,0.3333289921283722,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,47,0.914330244064331,0.9785335063934326,0.2490207701921463,0.8481012582778931,0.9745454788208008,0.888198733329773,0.969990611076355,0.3295081853866577,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,48,0.914330244064331,0.9757243990898132,0.27835699915885925,0.8459119200706482,0.9781818389892578,0.888198733329773,0.9695179462432861,0.32589924335479736,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,49,0.9127725958824158,0.9746692776679993,0.2679367959499359,0.8498402833938599,0.9672726988792419,0.888198733329773,0.9692028164863586,0.3223881721496582,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,50,0.9080997109413147,0.9730544090270996,0.2822154760360718,0.850649356842041,0.9527272582054138,0.888198733329773,0.9692816138267517,0.3187772333621979,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,51,0.914330244064331,0.9727868437767029,0.2784689664840698,0.8481012582778931,0.9745454788208008,0.888198733329773,0.9688879251480103,0.31494390964508057,0.8227847814559937,0.9420289993286133,9.999999747378752e-05
fine-tuning,52,0.9080997109413147,0.973445475101471,0.2752065062522888,0.8417721390724182,0.9672726988792419,0.888198733329773,0.9688879251480103,0.3130848705768585,0.8227847814559937,0.9420289993286133,4.999999873689376e-05
fine-tuning,53,0.9096572995185852,0.9733961224555969,0.2782098650932312,0.8401253819465637,0.9745454788208008,0.888198733329773,0.9683365225791931,0.3112260103225708,0.8227847814559937,0.9420289993286133,4.999999873689376e-05
fine-tuning,54,0.9158878326416016,0.97463458776474,0.2676467001438141,0.8576051592826843,0.9636363387107849,0.888198733329773,0.9683364629745483,0.30957141518592834,0.8227847814559937,0.9420289993286133,4.999999873689376e-05
fine-tuning,55,0.9158878326416016,0.9720584154129028,0.26838263869285583,0.8507936596870422,0.9745454788208008,0.888198733329773,0.9684152603149414,0.30825912952423096,0.8227847814559937,0.9420289993286133,4.999999873689376e-05
fine-tuning,56,0.9127725958824158,0.9751201868057251,0.2631624937057495,0.8454258441925049,0.9745454788208008,0.888198733329773,0.9727473258972168,0.30663707852363586,0.8227847814559937,0.9420289993286133,4.999999873689376e-05
fine-tuning,57,0.9205607771873474,0.9784889817237854,0.24126042425632477,0.8566879034042358,0.9781818389892578,0.888198733329773,0.9727473258972168,0.30490174889564514,0.8227847814559937,0.9420289993286133,4.999999873689376e-05
fine-tuning,58,0.9221183657646179,0.9765222072601318,0.2501975893974304,0.8571428656578064,0.9818181991577148,0.888198733329773,0.9727473258972168,0.30287638306617737,0.8227847814559937,0.9420289993286133,4.999999873689376e-05
fine-tuning,59,0.914330244064331,0.9756799936294556,0.2523238956928253,0.8481012582778931,0.9745454788208008,0.8944099545478821,0.9726685881614685,0.30098891258239746,0.8333333134651184,0.9420289993286133,4.999999873689376e-05
fine-tuning,60,0.9158878326416016,0.9758483171463013,0.2541758120059967,0.8553054928779602,0.9672726988792419,0.8944099545478821,0.9726685285568237,0.29909035563468933,0.8333333134651184,0.9420289993286133,4.999999873689376e-05
fine-tuning,61,0.9158878326416016,0.9693782925605774,0.2756129801273346,0.8576051592826843,0.9636363387107849,0.8944099545478821,0.972353458404541,0.29737579822540283,0.8333333134651184,0.9420289993286133,4.999999873689376e-05
fine-tuning,62,0.914330244064331,0.9743720293045044,0.25461092591285706,0.8548387289047241,0.9636363387107849,0.8944099545478821,0.9724321961402893,0.29578709602355957,0.8333333134651184,0.9420289993286133,4.999999873689376e-05
fine-tuning,63,0.9096572995185852,0.975788950920105,0.26250603795051575,0.8466453552246094,0.9636363387107849,0.8944099545478821,0.9724323153495789,0.2942084074020386,0.8333333134651184,0.9420289993286133,4.999999873689376e-05
fine-tuning,64,0.9127725958824158,0.976799488067627,0.2512170970439911,0.8543689250946045,0.9599999785423279,0.8944099545478821,0.972353458404541,0.2927544116973877,0.8333333134651184,0.9420289993286133,4.999999873689376e-05
fine-tuning,65,0.9034267663955688,0.9734110236167908,0.26324430108070374,0.846905529499054,0.9454545378684998,0.8944099545478821,0.9722747802734375,0.2914354205131531,0.8333333134651184,0.9420289993286133,4.999999873689376e-05
fine-tuning,66,0.9221183657646179,0.9786623120307922,0.23940357565879822,0.8617363572120667,0.9745454788208008,0.8944099545478821,0.9723535180091858,0.28985369205474854,0.8333333134651184,0.9420289993286133,4.999999873689376e-05
fine-tuning,67,0.9127725958824158,0.9753431081771851,0.2269865870475769,0.852090060710907,0.9636363387107849,0.8944099545478821,0.9721171259880066,0.2891789674758911,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,68,0.9018691778182983,0.9734455943107605,0.28033211827278137,0.837579607963562,0.9563636183738708,0.8944099545478821,0.9721171855926514,0.28827717900276184,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,69,0.9112149477005005,0.9730839729309082,0.23945678770542145,0.8538960814476013,0.9563636183738708,0.8944099545478821,0.9721173048019409,0.2875884175300598,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,70,0.9205607771873474,0.9809610843658447,0.22150468826293945,0.8612903356552124,0.9709091186523438,0.8944099545478821,0.9720385074615479,0.28694790601730347,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,71,0.9205607771873474,0.9815605878829956,0.2193486988544464,0.8684210777282715,0.9599999785423279,0.8944099545478821,0.9720384478569031,0.2863408029079437,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,72,0.9158878326416016,0.9699678421020508,0.2666003108024597,0.8507936596870422,0.9745454788208008,0.8944099545478821,0.9720385074615479,0.2855243682861328,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,73,0.9190031290054321,0.9731385707855225,0.24220912158489227,0.8655737638473511,0.9599999785423279,0.8944099545478821,0.9718021154403687,0.28473037481307983,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,74,0.9096572995185852,0.9783997535705566,0.23450429737567902,0.8511326909065247,0.9563636183738708,0.8944099545478821,0.9718807935714722,0.2842421531677246,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,75,0.9205607771873474,0.9803418517112732,0.24685625731945038,0.8612903356552124,0.9709091186523438,0.8944099545478821,0.9760553240776062,0.2835313677787781,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,76,0.9127725958824158,0.9747040271759033,0.24874502420425415,0.8590164184570312,0.9527272582054138,0.8944099545478821,0.9759765863418579,0.2828466594219208,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,77,0.9158878326416016,0.9730641841888428,0.26777151226997375,0.8576051592826843,0.9636363387107849,0.8944099545478821,0.9758191108703613,0.2820570170879364,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,78,0.9096572995185852,0.9744611978530884,0.260503351688385,0.8466453552246094,0.9636363387107849,0.8944099545478821,0.9756616353988647,0.28139179944992065,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,79,0.9190031290054321,0.9774436950683594,0.23522302508354187,0.8585209250450134,0.9709091186523438,0.8944099545478821,0.9756616353988647,0.2806568443775177,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,80,0.9252336621284485,0.9765171408653259,0.22988946735858917,0.8673139214515686,0.9745454788208008,0.8944099545478821,0.9756616353988647,0.27989503741264343,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,81,0.9096572995185852,0.9758334755897522,0.25378721952438354,0.8444444537162781,0.9672726988792419,0.8944099545478821,0.97566157579422,0.27904224395751953,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,82,0.9174454808235168,0.979707658290863,0.25251850485801697,0.8580645322799683,0.9672726988792419,0.8944099545478821,0.975740373134613,0.278367817401886,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,83,0.9174454808235168,0.9770869016647339,0.2684798538684845,0.8512658476829529,0.9781818389892578,0.8944099545478821,0.97566157579422,0.2776150107383728,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,84,0.9221183657646179,0.9749220013618469,0.2655847370624542,0.8664495348930359,0.9672726988792419,0.8944099545478821,0.9755828380584717,0.27687108516693115,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,85,0.9049844145774841,0.9750260710716248,0.2610201835632324,0.8407643437385559,0.9599999785423279,0.8944099545478821,0.9756616353988647,0.2763109505176544,0.8333333134651184,0.9420289993286133,2.499999936844688e-05
fine-tuning,86,0.914330244064331,0.9785435199737549,0.23388440907001495,0.8525640964508057,0.9672726988792419,0.8944099545478821,0.9756616950035095,0.27598848938941956,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,87,0.9096572995185852,0.9713550209999084,0.2764320373535156,0.848874568939209,0.9599999785423279,0.8944099545478821,0.9756616353988647,0.27562418580055237,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,88,0.9080997109413147,0.975779116153717,0.27396178245544434,0.850649356842041,0.9527272582054138,0.8944099545478821,0.9755041003227234,0.2752842903137207,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,89,0.8987538814544678,0.9750359058380127,0.2670641839504242,0.8500000238418579,0.9272727370262146,0.8944099545478821,0.9755041003227234,0.2750578820705414,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,90,0.9112149477005005,0.9778449535369873,0.2485460638999939,0.8493589758872986,0.9636363387107849,0.8944099545478821,0.9755041003227234,0.2748035788536072,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,91,0.9190031290054321,0.977483332157135,0.2554337978363037,0.8608414530754089,0.9672726988792419,0.8944099545478821,0.9755828380584717,0.27443408966064453,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,92,0.9127725958824158,0.9785385727882385,0.25515294075012207,0.8566775321960449,0.9563636183738708,0.8944099545478821,0.9755828380584717,0.27411842346191406,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,93,0.9112149477005005,0.9801485538482666,0.2230348140001297,0.8538960814476013,0.9563636183738708,0.8944099545478821,0.9755041003227234,0.2738149166107178,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,94,0.9096572995185852,0.9726282358169556,0.2743441164493561,0.8604651093482971,0.9418181777000427,0.8944099545478821,0.9751890897750854,0.2734830677509308,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,95,0.9080997109413147,0.9719940423965454,0.26666560769081116,0.8483871221542358,0.9563636183738708,0.8944099545478821,0.9751891493797302,0.2731640636920929,0.8333333134651184,0.9420289993286133,1.249999968422344e-05
fine-tuning,96,0.9127725958824158,0.9775774478912354,0.2407432347536087,0.8543689250946045,0.9599999785423279,0.9006211161613464,0.9751103520393372,0.2729269862174988,0.8441558480262756,0.9420289993286133,9.999999747378752e-06
fine-tuning,97,0.9127725958824158,0.9736189246177673,0.2383536398410797,0.8543689250946045,0.9599999785423279,0.9006211161613464,0.9751890301704407,0.2726649045944214,0.8441558480262756,0.9420289993286133,9.999999747378752e-06
fine-tuning,98,0.9174454808235168,0.9780283570289612,0.2328813076019287,0.8603895902633667,0.9636363387107849,0.9006211161613464,0.9751890301704407,0.27236485481262207,0.8441558480262756,0.9420289993286133,9.999999747378752e-06
fine-tuning,99,0.9236760139465332,0.9784890413284302,0.22831550240516663,0.8717105388641357,0.9636363387107849,0.9006211161613464,0.9751890301704407,0.27213606238365173,0.8441558480262756,0.9420289993286133,9.999999747378752e-06
fine-tuning,100,0.9221183657646179,0.9805647730827332,0.22431033849716187,0.8640776872634888,0.9709091186523438,0.9006211161613464,0.9751890301704407,0.27190646529197693,0.8441558480262756,0.9420289993286133,9.999999747378752e-06
