phase,epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
pré-entraînement,33,0.9762499928474426,0.9953984022140503,0.08757584542036057,0.9900793433189392,0.9727095365524292,0.9800000190734863,0.9993489384651184,0.043652087450027466,0.984375,0.984375,0.0010000000474974513
pré-entraînement,34,0.9800000190734863,0.9967567920684814,0.07837171852588654,0.9920791983604431,0.9766082167625427,0.9800000190734863,0.9989691972732544,0.04577196016907692,0.984375,0.984375,0.0010000000474974513
pré-entraînement,35,0.9775000214576721,0.9974631071090698,0.07155030220746994,0.9920477271080017,0.9727095365524292,0.9800000190734863,0.999240517616272,0.043880071491003036,0.984375,0.984375,0.0010000000474974513
pré-entraînement,36,0.9700000286102295,0.9982441663742065,0.06727081537246704,0.9919517040252686,0.961013674736023,0.9800000190734863,0.9993489980697632,0.04102650284767151,0.984375,0.984375,0.0010000000474974513
pré-entraînement,37,0.9725000262260437,0.9975242614746094,0.07284322381019592,0.991983950138092,0.9649122953414917,0.9850000143051147,0.9995659589767456,0.03796208277344704,0.9844961166381836,0.9921875,0.0010000000474974513
pré-entraînement,38,0.981249988079071,0.9985499382019043,0.0619523711502552,0.992094874382019,0.9785575270652771,0.9800000190734863,0.9995660185813904,0.03672168031334877,0.984375,0.984375,0.0010000000474974513
pré-entraînement,39,0.9737499952316284,0.9978265166282654,0.06927647441625595,0.9900398254394531,0.9688109159469604,0.9800000190734863,0.99951171875,0.03751777485013008,0.984375,0.984375,0.0010000000474974513
pré-entraînement,40,0.9850000143051147,0.9982373714447021,0.062448881566524506,0.9980119466781616,0.9785575270652771,0.9850000143051147,0.9995659589767456,0.03612243011593819,0.9844961166381836,0.9921875,0.0010000000474974513
pré-entraînement,41,0.9800000190734863,0.9989166855812073,0.05325920507311821,0.9979959726333618,0.9707602262496948,0.9800000190734863,0.9995660185813904,0.03455955535173416,0.984375,0.984375,0.0010000000474974513
pré-entraînement,42,0.9800000190734863,0.9982781410217285,0.060595132410526276,0.990138053894043,0.9785575270652771,0.9800000190734863,0.9995659589767456,0.03337567672133446,0.984375,0.984375,0.0010000000474974513
pré-entraînement,43,0.9825000166893005,0.9982000589370728,0.05766761675477028,0.9921104311943054,0.9805068373680115,0.9800000190734863,0.9995659589767456,0.03275740519165993,0.984375,0.984375,0.0005000000237487257
pré-entraînement,44,0.9800000190734863,0.9978468418121338,0.062202099710702896,0.9920791983604431,0.9766082167625427,0.9800000190734863,0.9995659589767456,0.03134153410792351,0.984375,0.984375,0.0005000000237487257
pré-entraînement,45,0.9837499856948853,0.9989947080612183,0.0505019873380661,0.9940711259841919,0.9805068373680115,0.9800000190734863,0.9995659589767456,0.03179526701569557,0.984375,0.984375,0.0005000000237487257
pré-entraînement,46,0.9800000190734863,0.9991509914398193,0.049891144037246704,0.9979959726333618,0.9707602262496948,0.9850000143051147,0.9995659589767456,0.031532421708106995,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,47,0.9800000190734863,0.9986484050750732,0.05340404808521271,0.9882121682167053,0.9805068373680115,0.9850000143051147,0.9996744394302368,0.029492149129509926,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,48,0.9862499833106995,0.9988181591033936,0.04963941127061844,0.9940944910049438,0.9844054579734802,0.9850000143051147,0.9996744990348816,0.028971204534173012,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,49,0.9750000238418579,0.9984174966812134,0.05581195652484894,0.9939879775047302,0.9668616056442261,0.9850000143051147,0.9996744990348816,0.027903137728571892,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,50,0.9850000143051147,0.999140739440918,0.047751057893037796,0.996039628982544,0.9805068373680115,0.9850000143051147,0.9996745586395264,0.028165090829133987,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,51,0.9825000166893005,0.9993751049041748,0.046029478311538696,0.9940593838691711,0.9785575270652771,0.9850000143051147,0.9996745586395264,0.02719923108816147,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,52,0.987500011920929,0.9995890855789185,0.03979889675974846,1.0,0.9805068373680115,0.9850000143051147,0.9996745586395264,0.027297183871269226,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,53,0.9900000095367432,0.9991203546524048,0.043358854949474335,1.0,0.9844054579734802,0.9850000143051147,0.9995660781860352,0.027207322418689728,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,54,0.9850000143051147,0.9992427825927734,0.04591219872236252,0.9940828680992126,0.9824561476707458,0.9850000143051147,0.9996745586395264,0.025822386145591736,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,55,0.9862499833106995,0.9994193315505981,0.04126721993088722,0.9921568632125854,0.9863547682762146,0.9850000143051147,0.9996744394302368,0.02589636854827404,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,56,0.9862499833106995,0.9994498491287231,0.04196581989526749,0.9960474371910095,0.9824561476707458,0.9850000143051147,0.9996744990348816,0.026154737919569016,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,57,0.9862499833106995,0.9995075464248657,0.04060306027531624,0.9980158805847168,0.9805068373680115,0.9850000143051147,0.9995659589767456,0.027381107211112976,0.9844961166381836,0.9921875,0.0005000000237487257
pré-entraînement,58,0.981249988079071,0.998760461807251,0.05050020292401314,0.9901574850082397,0.9805068373680115,0.9850000143051147,0.9995659589767456,0.02668442577123642,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,59,0.9837499856948853,0.99837327003479,0.05270111560821533,0.9921259880065918,0.9824561476707458,0.9850000143051147,0.9995659589767456,0.026309756562113762,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,60,0.9787499904632568,0.9981050491333008,0.05766938626766205,0.9920634627342224,0.9746588468551636,0.9850000143051147,0.9996745586395264,0.0262544397264719,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,61,0.9837499856948853,0.9989811182022095,0.048379410058259964,0.9940711259841919,0.9805068373680115,0.9850000143051147,0.999728798866272,0.02596743404865265,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,62,0.987500011920929,0.999364972114563,0.04168163612484932,0.994106113910675,0.9863547682762146,0.9850000143051147,0.9996745586395264,0.026037167757749557,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,63,0.981249988079071,0.9991034865379333,0.04795658588409424,0.9940476417541504,0.9766082167625427,0.9850000143051147,0.9996744990348816,0.0263458713889122,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,64,0.9837499856948853,0.999358057975769,0.04200615733861923,0.9940711259841919,0.9805068373680115,0.9850000143051147,0.9995660185813904,0.026666320860385895,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,65,0.9862499833106995,0.9991781711578369,0.044970303773880005,0.9980158805847168,0.9805068373680115,0.9850000143051147,0.9996745586395264,0.02610783651471138,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,66,0.9837499856948853,0.9996399879455566,0.03875153511762619,0.9980079531669617,0.9766082167625427,0.9850000143051147,0.9996745586395264,0.024864450097084045,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,67,0.9825000166893005,0.9988487958908081,0.04902118816971779,0.9921104311943054,0.9805068373680115,0.9850000143051147,0.9997830390930176,0.02405756153166294,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,68,0.9862499833106995,0.9993886947631836,0.04307122528553009,0.9940944910049438,0.9844054579734802,0.9900000095367432,0.9997829794883728,0.023423736914992332,0.9921875,0.9921875,0.0002500000118743628
pré-entraînement,69,0.987500011920929,0.9993038773536682,0.041547756642103195,0.9960552453994751,0.9844054579734802,0.9900000095367432,0.9997286796569824,0.023343035951256752,0.9921875,0.9921875,0.0002500000118743628
pré-entraînement,70,0.9862499833106995,0.9995143413543701,0.03937068209052086,0.9980158805847168,0.9805068373680115,0.9900000095367432,0.9997286796569824,0.023119017481803894,0.9921875,0.9921875,0.0002500000118743628
pré-entraînement,71,0.987500011920929,0.9993615746498108,0.04178563505411148,0.994106113910675,0.9863547682762146,0.9850000143051147,0.9996744990348816,0.023655738681554794,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,72,0.9800000190734863,0.9992087483406067,0.04285058006644249,0.9920791983604431,0.9766082167625427,0.9850000143051147,0.9996744990348816,0.023630592972040176,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,73,0.9825000166893005,0.9987671971321106,0.049469929188489914,0.9921104311943054,0.9805068373680115,0.9850000143051147,0.999782919883728,0.023147402331233025,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,74,0.987500011920929,0.9989880323410034,0.042258307337760925,0.9921721816062927,0.988304078578949,0.9850000143051147,0.9997829794883728,0.022460322827100754,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,75,0.9787499904632568,0.9993106126785278,0.04345014691352844,0.9940239191055298,0.9727095365524292,0.9850000143051147,0.9997829794883728,0.023003291338682175,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,76,0.9825000166893005,0.9984616041183472,0.05272165313363075,0.990176796913147,0.9824561476707458,0.9850000143051147,0.9997829794883728,0.023160450160503387,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,77,0.9862499833106995,0.9992867708206177,0.04032686725258827,0.9980158805847168,0.9805068373680115,0.9850000143051147,0.999782919883728,0.023525401949882507,0.9844961166381836,0.9921875,0.0002500000118743628
pré-entraînement,78,0.9862499833106995,0.9995007514953613,0.03748716413974762,0.9921568632125854,0.9863547682762146,0.9850000143051147,0.9997830390930176,0.023855991661548615,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,79,0.987500011920929,0.9984174370765686,0.04803292453289032,0.994106113910675,0.9863547682762146,0.9850000143051147,0.9997829794883728,0.02318081073462963,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,80,0.9862499833106995,0.999697744846344,0.03676111623644829,0.9960474371910095,0.9824561476707458,0.9850000143051147,0.9997829794883728,0.022788308560848236,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,81,0.9850000143051147,0.9991000294685364,0.043917395174503326,0.9902152419090271,0.9863547682762146,0.9850000143051147,0.9997830390930176,0.023054616525769234,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,82,0.9837499856948853,0.9990660548210144,0.04373437911272049,0.9901960492134094,0.9844054579734802,0.9850000143051147,0.9997830390930176,0.023286717012524605,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,83,0.9787499904632568,0.998380184173584,0.05206675827503204,0.9920634627342224,0.9746588468551636,0.9850000143051147,0.9997829794883728,0.02328483574092388,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,84,0.9837499856948853,0.9992359280586243,0.04221569374203682,0.9940711259841919,0.9805068373680115,0.9850000143051147,0.9997829794883728,0.02300548553466797,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,85,0.9862499833106995,0.9992528557777405,0.04058613255620003,0.9940944910049438,0.9844054579734802,0.9850000143051147,0.9997829794883728,0.02264953777194023,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,86,0.9862499833106995,0.9993990063667297,0.03880501911044121,0.9940944910049438,0.9844054579734802,0.9850000143051147,0.999782919883728,0.022302253171801567,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,87,0.9900000095367432,0.9997249245643616,0.03250297158956528,0.9960707426071167,0.988304078578949,0.9850000143051147,0.9997830390930176,0.02236645482480526,0.9844961166381836,0.9921875,0.0001250000059371814
pré-entraînement,88,0.9862499833106995,0.9993276596069336,0.04060639441013336,0.9980158805847168,0.9805068373680115,0.9850000143051147,0.9997830390930176,0.022280694916844368,0.9844961166381836,0.9921875,6.25000029685907e-05
pré-entraînement,89,0.9887499809265137,0.9995619058609009,0.036028653383255005,0.9980236887931824,0.9844054579734802,0.9850000143051147,0.9997830390930176,0.022388271987438202,0.9844961166381836,0.9921875,6.25000029685907e-05
pré-entraînement,90,0.9837499856948853,0.9993208646774292,0.04130741208791733,0.9921259880065918,0.9824561476707458,0.9850000143051147,0.9997829794883728,0.022318558767437935,0.9844961166381836,0.9921875,6.25000029685907e-05
pré-entraînement,91,0.9887499809265137,0.9993818998336792,0.03655096888542175,0.9921875,0.9902533888816833,0.9850000143051147,0.9997830390930176,0.022403590381145477,0.9844961166381836,0.9921875,6.25000029685907e-05
pré-entraînement,92,0.9887499809265137,0.9994974732398987,0.036729440093040466,0.9980236887931824,0.9844054579734802,0.9850000143051147,0.9997830390930176,0.02215944230556488,0.9844961166381836,0.9921875,6.25000029685907e-05
