fpr,tpr
0.0,0.0
0.0,0.03488372093023256
0.0,0.38372093023255816
0.0,0.4069767441860465
0.0,0.9534883720930233
0.02608695652173913,0.9534883720930233
0.02608695652173913,0.9651162790697675
0.034782608695652174,0.9651162790697675
0.034782608695652174,0.9767441860465116
0.08695652173913043,0.9767441860465116
0.08695652173913043,0.9883720930232558
0.13043478260869565,0.9883720930232558
0.13043478260869565,1.0
1.0,1.0
